Loan_ID,loan_status,Principal,terms,effective_date,due_date,paid_off_time,past_due_days,age,education,Gender
xqd20160746,COLLECTION_PAIDOFF,900,20,7/25/2024,8/8/2024,8/11/2024 09:00,3,47,High School or Below,female
xqd20160747,PAIDOFF,1200,15,7/26/2024,8/9/2024,7/23/2024 19:00,,33,Bechalor,female
xqd20160748,COLLECTION,800,25,7/27/2024,8/11/2024,,18,55,High School or Below,male
xqd20160749,PAIDOFF,1000,30,7/28/2024,8/27/2024,8/1/2024 20:00,,35,Bechalor,male
xqd20160750,COLLECTION_PAIDOFF,800,15,7/29/2024,8/12/2024,8/15/2024 08:00,3,48,High School or Below,female
xqd20160751,PAIDOFF,1100,25,7/30/2024,8/24/2024,8/20/2024 21:00,,32,College,male
xqd20160752,COLLECTION,800,30,7/31/2024,8/30/2024,,19,56,High School or Below,male
xqd20160753,COLLECTION_PAIDOFF,900,20,8/1/2024,8/15/2024,8/18/2024 09:00,3,49,High School or Below,female
xqd20160754,PAIDOFF,1200,15,8/2/2024,8/16/2024,7/31/2024 22:00,,34,Bechalor,female
xqd20160755,COLLECTION,800,25,8/3/2024,8/17/2024,,19,57,High School or Below,male
xqd20160756,PAIDOFF,1000,30,8/4/2024,9/3/2024,8/8/2024 23:00,,36,Bechalor,female
xqd20160757,COLLECTION_PAIDOFF,800,15,8/5/2024,8/19/2024,8/22/2024 08:00,3,50,High School or Below,male
xqd20160758,PAIDOFF,1100,25,8/6/2024,8/30/2024,8/26/2024 00:00,,33,College,male
xqd20160759,COLLECTION,800,30,8/7/2024,9/6/2024,,20,58,High School or Below,male
xqd20160760,COLLECTION_PAIDOFF,900,20,8/8/2024,8/22/2024,8/25/2024 09:00,3,51,High School or Below,female
xqd20160761,PAIDOFF,1200,15,8/9/2024,8/23/2024,8/2/2024 01:00,,35,Bechalor,female
xqd20160762,COLLECTION,800,25,8/10/2024,8/24/2024,,20,59,High School or Below,male
xqd20160763,PAIDOFF,1000,30,8/11/2024,9/10/2024,8/12/2024 02:00,,37,Bechalor,male
xqd20160764,COLLECTION_PAIDOFF,800,15,8/12/2024,8/26/2024,8/29/2024 08:00,3,52,High School or Below,female
xqd20160765,PAIDOFF,1100,25,8/13/2024,9/6/2024,9/1/2024 03:00,,34,College,male
xqd20160766,COLLECTION,800,30,8/14/2024,9/13/2024,,21,60,High School or Below,male
xqd20160767,COLLECTION_PAIDOFF,900,20,8/15/2024,8/29/2024,9/1/2024 09:00,3,53,High School or Below,female
xqd20160768,PAIDOFF,1200,15,8/16/2024,8/30/2024,8/3/2024 04:00,,36,Bechalor,female
xqd20160769,COLLECTION,800,25,8/17/2024,8/31/2024,,21,61,High School or Below,male
xqd20160770,COLLECTION_PAIDOFF,900,30,8/18/2024,9/17/2024,9/20/2024 10:00,3,54,High School or Below,female
xqd20160771,PAIDOFF,1000,30,8/19/2024,9/18/2024,8/22/2024 05:00,,38,Bechalor,male
xqd20160772,COLLECTION,800,15,8/20/2024,9/3/2024,,22,62,High School or Below,male
xqd20160773,PAIDOFF,1100,25,8/21/2024,9/14/2024,9/10/2024 06:00,,35,College,female
xqd20160774,COLLECTION_PAIDOFF,800,30,8/22/2024,9/21/2024,9/24/2024 11:00,3,55,High School or Below,male
xqd20160775,PAIDOFF,1200,15,8/23/2024,9/7/2024,8/4/2024 07:00,,37,Bechalor,female
xqd20160776,COLLECTION,800,25,8/24/2024,9/7/2024,,22,63,High School or Below,male
xqd20160777,COLLECTION_PAIDOFF,900,30,8/25/2024,9/24/2024,9/27/2024 12:00,3,56,High School or Below,female
xqd20160778,PAIDOFF,1000,30,8/26/2024,9/25/2024,8/29/2024 08:00,,39,Bechalor,male
xqd20160779,COLLECTION,800,15,8/27/2024,9/10/2024,,23,64,High School or Below,male
xqd20160780,PAIDOFF,1100,25,8/28/2024,9/21/2024,9/14/2024 09:00,,36,College,female
xqd20160781,COLLECTION_PAIDOFF,800,30,8/29/2024,9/28/2024,10/1/2024 13:00,3,57,High School or Below,male
xqd20160782,PAIDOFF,1200,15,8/30/2024,9/14/2024,8/5/2024 10:00,,38,Bechalor,female
xqd20160783,COLLECTION,800,25,8/31/2024,9/14/2024,,23,65,High School or Below,male
xqd20160784,COLLECTION_PAIDOFF,900,30,9/1/2024,9/30/2024,10/3/2024 14:00,3,58,High School or Below,female
xqd20160785,PAIDOFF,1000,30,9/2/2024,10/1/2024,9/5/2024 11:00,,40,Bechalor,male
xqd20160786,COLLECTION,800,15,9/3/2024,9/17/2024,,24,66,High School or Below,male
xqd20160787,PAIDOFF,1100,25,9/4/2024,9/28/2024,9/21/2024 12:00,,37,College,female
xqd20160788,COLLECTION_PAIDOFF,800,30,9/5/2024,10/4/2024,10/7/2024 15:00,3,59,High School or Below,male
xqd20160789,PAIDOFF,1200,15,9/6/2024,9/20/2024,8/6/2024 13:00,,39,Bechalor,female
xqd20160790,COLLECTION,800,25,9/7/2024,9/21/2024,,24,67,High School or Below,male
xqd20160791,COLLECTION_PAIDOFF,900,30,9/8/2024,10/7/2024,10/10/2024 16:00,3,60,High School or Below,female
xqd20160792,PAIDOFF,1000,30,9/9/2024,10/8/2024,9/12/2024 14:00,,41,Bechalor,male
xqd20160793,COLLECTION,800,15,9/10/2024,9/24/2024,,25,68,High School or Below,male
xqd20160794,PAIDOFF,1100,25,9/11/2024,10/5/2024,9/28/2024 15:00,,38,College,female
xqd20160795,COLLECTION_PAIDOFF,800,30,9/12/2024,10/11/2024,10/14/2024 17:00,3,61,High School or Below,male
xqd20160796,PAIDOFF,1200,15,9/13/2024,9/27/2024,8/7/2024 16:00,,40,Bechalor,female
xqd20160797,COLLECTION,800,25,9/14/2024,9/28/2024,,25,69,High School or Below,male
xqd20160798,COLLECTION_PAIDOFF,900,30,9/15/2024,10/14/2024,10/17/2024 18:00,3,62,High School or Below,female
xqd20160799,PAIDOFF,1000,30,9/16/2024,10/15/2024,9/19/2024 17:00,,42,Bechalor,male
xqd20160800,COLLECTION,800,15,9/17/2024,10/1/2024,,26,70,High School or Below,male
xqd20160801,PAIDOFF,1100,25,9/18/2024,10/12/2024,10/1/2024 18:00,,39,College,female
xqd20160802,COLLECTION_PAIDOFF,800,30,9/19/2024,10/18/2024,10/21/2024 19:00,3,63,High School or Below,male
xqd20160803,PAIDOFF,1200,15,9/20/2024,10/4/2024,8/8/2024 18:00,,41,Bechalor,female
xqd20160804,COLLECTION,800,25,9/21/2024,10/5/2024,,26,71,High School or Below,male
xqd20160805,COLLECTION_PAIDOFF,900,30,9/22/2024,10/21/2024,10/24/2024 20:00,3,64,High School or Below,female
xqd20160806,PAIDOFF,1000,30,9/23/2024,10/22/2024,9/26/2024 19:00,,43,Bechalor,male
xqd20160807,COLLECTION,800,15,9/24/2024,10/8/2024,,27,72,High School or Below,male
xqd20160808,PAIDOFF,1100,25,9/25/2024,10/19/2024,10/2/2024 20:00,,40,College,female
xqd20160809,COLLECTION_PAIDOFF,800,30,9/26/2024,10/25/2024,10/28/2024 21:00,3,65,High School or Below,male
xqd20160810,PAIDOFF,1200,15,9/27/2024,10/11/2024,8/9/2024 20:00,,42,Bechalor,female
xqd20160811,COLLECTION,800,25,9/28/2024,10/12/2024,,27,73,High School or Below,male
xqd20160812,COLLECTION_PAIDOFF,900,30,9/29/2024,10/28/2024,10/31/2024 22:00,3,66,High School or Below,female
xqd20160813,PAIDOFF,1000,30,9/30/2024,10/29/2024,10/3/2024 21:00,,44,Bechalor,male
xqd20160814,COLLECTION,800,15,10/1/2024,10/15/2024,,28,74,High School or Below,male
xqd20160815,PAIDOFF,1100,25,10/2/2024,10/26/2024,10/4/2024 22:00,,41,College,female
xqd20160816,COLLECTION_PAIDOFF,800,30,10/3/2024,11/1/2024,11/3/2024 23:00,3,67,High School or Below,male
xqd20160817,PAIDOFF,1200,15,10/4/2024,10/18/2024,8/10/2024 22:00,,43,Bechalor,female
xqd20160818,COLLECTION,800,25,10/5/2024,10/19/2024,,28,75,High School or Below,male
xqd20160819,COLLECTION_PAIDOFF,900,30,10/6/2024,11/5/2024,11/8/2024 00:00,3,68,High School or Below,female
xqd20160820,PAIDOFF,1000,30,10/7/2024,11/6/2024,10/10/2024 00:00,,45,Bechalor,male
xqd20160821,COLLECTION,800,15,10/8/2024,10/22/2024,,29,76,High School or Below,male
xqd20160822,PAIDOFF,1100,25,10/9/2024,11/2/2024,10/11/2024 01:00,,42,College,female
xqd20160823,COLLECTION_PAIDOFF,800,30,10/10/2024,11/9/2024,11/11/2024 01:00,3,69,High School or Below,male
xqd20160824,PAIDOFF,1200,15,10/11/2024,10/25/2024,8/11/2024 00:00,,44,Bechalor,female
xqd20160825,COLLECTION,800,25,10/12/2024,10/26/2024,,29,77,High School or Below,male
xqd20160826,COLLECTION_PAIDOFF,900,30,10/13/2024,11/12/2024,11/14/2024 02:00,3,70,High School or Below,female
xqd20160827,PAIDOFF,1000,30,10/14/2024,11/13/2024,10/17/2024 02:00,,46,Bechalor,male
xqd20160828,COLLECTION,800,15,10/15/2024,10/29/2024,,30,78,High School or Below,male
xqd20160829,PAIDOFF,1100,25,10/16/2024,11/9/2024,10/18/2024 03:00,,43,College,female
xqd20160830,COLLECTION_PAIDOFF,800,30,10/17/2024,11/16/2024,11/18/2024 03:00,3,71,High School or Below,male
xqd20160831,PAIDOFF,1200,15,10/18/2024,11/1/2024,8/12/2024 00:00,,45,Bechalor,female
xqd20160832,COLLECTION,800,25,10/19/2024,11/2/2024,,31,79,High School or Below,male
xqd20160833,COLLECTION_PAIDOFF,900,30,10/20/2024,11/19/2024,11/21/2024 04:00,3,72,High School or Below,female
xqd20160834,PAIDOFF,1000,30,10/21/2024,11/20/2024,10/24/2024 04:00,,47,Bechalor,male
xqd20160835,COLLECTION,800,15,10/22/2024,11/5/2024,,32,80,High School or Below,male
xqd20160836,PAIDOFF,1100,25,10/23/2024,11/16/2024,10/25/2024 05:00,,44,College,female
xqd20160837,COLLECTION_PAIDOFF,800,30,10/24/2024,11/23/2024,11/25/2024 05:00,3,73,High School or Below,male
xqd20160838,PAIDOFF,1200,15,10/25/2024,11/8/2024,8/13/2024 00:00,,46,Bechalor,female
xqd20160839,COLLECTION,800,25,10/26/2024,11/9/2024,,32,81,High School or Below,male
xqd20160840,COLLECTION_PAIDOFF,900,30,10/27/2024,11/26/2024,11/28/2024 06:00,3,74,High School or Below,female
xqd20160841,PAIDOFF,1000,30,10/28/2024,11/27/2024,10/31/2024 06:00,,48,Bechalor,male
xqd20160842,COLLECTION,800,15,10/29/2024,11/12/2024,,33,82,High School or Below,male
xqd20160843,PAIDOFF,1100,25,10/30/2024,11/23/2024,11/1/2024 07:00,,45,College,female
xqd20160844,COLLECTION_PAIDOFF,800,30,10/31/2024,12/1/2024,12/3/2024 07:00,3,75,High School or Below,male
xqd20160845,PAIDOFF,1200,15,11/1/2024,11/15/2024,8/14/2024 00:00,,47,Bechalor,female
xqd20160846,COLLECTION,800,25,11/2/2024,11/16/2024,,33,83,High School or Below,male
xqd20160847,COLLECTION_PAIDOFF,900,30,11/3/2024,12/2/2024,12/5/2024 08:00,3,76,High School or Below,female
xqd20160848,PAIDOFF,1000,30,11/4/2024,12/3/2024,11/7/2024 08:00,,49,Bechalor,male
xqd20160849,COLLECTION,800,15,11/5/2024,11/19/2024,,34,84,High School or Below,male
xqd20160850,PAIDOFF,1100,25,11/6/2024,11/30/2024,11/8/2024 09:00,,46,College,female
xqd20160851,COLLECTION_PAIDOFF,800,30,11/7/2024,12/6/2024,12/8/2024 09:00,3,77,High School or Below,male
xqd20160852,PAIDOFF,1200,15,11/8/2024,11/22/2024,8/15/2024 00:00,,48,Bechalor,female
xqd20160853,COLLECTION,800,25,11/9/2024,11/23/2024,,34,85,High School or Below,male
xqd20160854,COLLECTION_PAIDOFF,900,30,11/10/2024,12/9/2024,12/11/2024 10:00,3,78,High School or Below,female
xqd20160855,PAIDOFF,1000,30,11/11/2024,12/10/2024,11/14/2024 10:00,,50,Bechalor,male
xqd20160856,COLLECTION,800,15,11/12/2024,11/26/2024,,35,86,High School or Below,male
xqd20160857,PAIDOFF,1100,25,11/13/2024,12/7/2024,11/15/2024 11:00,,47,College,female
xqd20160858,COLLECTION_PAIDOFF,800,30,11/14/2024,12/13/2024,12/15/2024 11:00,3,79,High School or Below,male
xqd20160859,PAIDOFF,1200,15,11/15/2024,11/29/2024,8/16/2024 00:00,,49,Bechalor,female
xqd20160860,COLLECTION,800,25,11/16/2024,11/30/2024,,35,87,High School or Below,male
xqd20160861,COLLECTION_PAIDOFF,900,30,11/17/2024,12/16/2024,12/18/2024 12:00,3,80,High School or Below,female
xqd20160862,PAIDOFF,1000,30,11/18/2024,12/17/2024,11/21/2024 12:00,,51,Bechalor,male
xqd20160863,COLLECTION,800,15,11/19/2024,12/3/2024,,36,88,High School or Below,male
xqd20160864,PAIDOFF,1100,25,11/20/2024,12/14/2024,11/22/2024 13:00,,48,College,female
xqd20160865,COLLECTION_PAIDOFF,800,30,11/21/2024,12/20/2024,12/22/2024 13:00,3,81,High School or Below,male
xqd20160866,PAIDOFF,1200,15,11/22/2024,12/6/2024,8/17/2024 00:00,,50,Bechalor,female
xqd20160867,COLLECTION,800,25,11/23/2024,12/7/2024,,36,89,High School or Below,male
xqd20160868,COLLECTION_PAIDOFF,900,30,11/24/2024,12/23/2024,12/25/2024 14:00,3,82,High School or Below,female
xqd20160869,PAIDOFF,1000,30,11/25/2024,12/24/2024,11/28/2024 14:00,,52,Bechalor,male
xqd20160870,COLLECTION,800,15,11/26/2024,12/10/2024,,37,90,High School or Below,male
xqd20160871,PAIDOFF,1100,25,11/27/2024,12/21/2024,11/29/2024 15:00,,49,College,female
xqd20160872,COLLECTION_PAIDOFF,800,30,11/28/2024,12/27/2024,12/29/2024 15:00,3,83,High School or Below,male
xqd20160873,PAIDOFF,1200,15,11/29/2024,12/13/2024,8/18/2024 00:00,,51,Bechalor,female
xqd20160874,COLLECTION,800,25,11/30/2024,12/14/2024,,37,91,High School or Below,male
xqd20160875,COLLECTION_PAIDOFF,900,30,12/1/2024,12/30/2024,1/1/2025 16:00,3,84,High School or Below,female
xqd20160876,PAIDOFF,1000,30,12/2/2024,12/31/2024,12/5/2024 16:00,,53,Bechalor,male
xqd20160877,COLLECTION,800,15,12/3/2024,12/17/2024,,38,92,High School or Below,male
xqd20160878,PAIDOFF,1100,25,12/4/2024,12/28/2024,12/6/2024 17:00,,50,College,female
xqd20160879,COLLECTION_PAIDOFF,800,30,12/5/2024,1/3/2025,1/5/2025 17:00,3,85,High School or Below,female
xqd20160880,PAIDOFF,1200,15,12/6/2024,12/20/2024,8/19/2024 00:00,,52,Bechalor,female
xqd20160881,COLLECTION,800,25,12/7/2024,12/21/2024,,38,93,High School or Below,male
xqd20160882,COLLECTION_PAIDOFF,900,30,12/8/2024,1/6/2025,1/8/2025 18:00,3,86,High School or Below,female
xqd20160883,PAIDOFF,1000,30,12/9/2024,1/7/2025,12/12/2024 18:00,,54,Bechalor,male
xqd20160884,COLLECTION,800,15,12/10/2024,12/24/2024,,39,94,High School or Below,male
xqd20160885,PAIDOFF,1100,25,12/11/2024,1/4/2025,12/13/2024 19:00,,51,College,female
xqd20160886,COLLECTION_PAIDOFF,800,30,12/12/2024,1/11/2025,1/13/2025 19:00,3,87,High School or Below,male
xqd20160887,PAIDOFF,1200,15,12/13/2024,12/27/2024,8/20/2024 00:00,,53,Bechalor,female
xqd20160888,COLLECTION,800,25,12/14/2024,12/28/2024,,39,95,High School or Below,male
xqd20160889,COLLECTION_PAIDOFF,900,30,12/15/2024,1/13/2025,1/15/2025 20:00,3,88,High School or Below,female
xqd20160890,PAIDOFF,1000,30,12/16/2024,1/14/2025,12/19/2024 20:00,,55,Bechalor,male
xqd20160891,COLLECTION,800,15,12/17/2024,12/31/2024,,40,96,High School or Below,male
xqd20160892,PAIDOFF,1100,25,12/18/2024,1/11/2025,12/20/2024 21:00,,52,College,female
xqd20160893,COLLECTION_PAIDOFF,800,30,12/19/2024,1/18/2025,1/20/2025 21:00,3,89,High School or Below,male
xqd20160894,PAIDOFF,1200,15,12/20/2024,1/3/2025,8/21/2024 00:00,,54,Bechalor,female
xqd20160895,COLLECTION,800,25,12/21/2024,1/4/2025,,40,97,High School or Below,male
xqd20160896,COLLECTION_PAIDOFF,900,30,12/22/2024,1/20/2025,1/22/2025 22:00,3,90,High School or Below,female
xqd20160897,PAIDOFF,1000,30,12/23/2024,1/21/2025,12/26/2024 22:00,,56,Bechalor,male
xqd20160898,COLLECTION,800,15,12/24/2024,1/7/2025,,41,98,High School or Below,male
xqd20160899,PAIDOFF,1100,25,12/25/2024,1/18/2025,12/27/2024 23:00,,53,College,female
xqd20160900,COLLECTION_PAIDOFF,800,30,12/26/2024,1/25/2025,1/27/2025 23:00,3,91,High School or Below,male
xqd20160901,PAIDOFF,1200,15,12/27/2024,1/10/2025,8/22/2024 00:00,,55,Bechalor,female
xqd20160902,COLLECTION,800,25,12/28/2024,1/11/2025,,41,99,High School or Below,male
xqd20170101,PAIDOFF,800,30,6/1/2023,6/30/2023,6/15/2023 17:00,,35,High School or Below,male
xqd20170102,PAIDOFF,1000,30,6/2/2023,7/1/2023,6/17/2023 17:00,,36,Bechalor,female
xqd20170103,PAIDOFF,1200,30,6/3/2023,7/2/2023,6/18/2023 17:00,,37,Master or Above,male
xqd20170104,PAIDOFF,1400,30,6/4/2023,7/3/2023,6/19/2023 17:00,,38,Bechalor,female
xqd20170105,PAIDOFF,1600,30,6/5/2023,7/4/2023,6/20/2023 17:00,,39,High School or Below,male
xqd20170106,COLLECTION,800,30,6/6/2023,7/5/2023,,1,40,Bechalor,female
xqd20170107,COLLECTION,1000,30,6/7/2023,7/6/2023,,2,41,High School or Below,male
xqd20170108,COLLECTION,1200,30,6/8/2023,7/7/2023,,3,42,Bechalor,female
xqd20170109,COLLECTION,1400,30,6/9/2023,7/8/2023,,4,43,Master or Above,male
xqd20170110,COLLECTION,1600,30,6/10/2023,7/9/2023,,5,44,Bechalor,female
xqd20170111,COLLECTION_PAIDOFF,800,30,6/11/2023,7/10/2023,6/13/2023 18:00,3,45,High School or Below,male
xqd20170112,COLLECTION_PAIDOFF,1000,30,6/12/2023,7/11/2023,6/14/2023 18:00,2,46,Bechalor,female
xqd20170113,COLLECTION_PAIDOFF,1200,30,6/13/2023,7/12/2023,6/15/2023 18:00,1,47,High School or Below,male
xqd20170114,COLLECTION_PAIDOFF,1400,30,6/14/2023,7/13/2023,6/16/2023 18:00,0,48,Bechalor,female
xqd20170115,COLLECTION_PAIDOFF,1600,30,6/15/2023,7/14/2023,6/17/2023 18:00,0,49,High School or Below,male
xqd20170116,PAIDOFF,800,30,6/16/2023,7/15/2023,6/18/2023 18:00,,50,Bechalor,female
xqd20170117,PAIDOFF,1000,30,6/17/2023,7/16/2023,6/19/2023 18:00,,51,High School or Below,male
xqd20170118,PAIDOFF,1200,30,6/18/2023,7/17/2023,6/20/2023 18:00,,52,Bechalor,female
xqd20170119,PAIDOFF,1400,30,6/19/2023,7/18/2023,6/21/2023 18:00,,53,High School or Below,male
xqd20170120,PAIDOFF,1600,30,6/20/2023,7/19/2023,6/22/2023 18:00,,54,Bechalor,female
xqd20170121,COLLECTION,800,30,6/21/2023,7/20/2023,,1,55,High School or Below,male
xqd20170122,COLLECTION,1000,30,6/22/2023,7/21/2023,,2,56,Bechalor,female
xqd20170123,COLLECTION,1200,30,6/23/2023,7/22/2023,,3,57,High School or Below,male
xqd20170124,COLLECTION,1400,30,6/24/2023,7/23/2023,,4,58,Bechalor,female
xqd20170125,COLLECTION,1600,30,6/25/2023,7/24/2023,,5,59,High School or Below,male
xqd20170126,COLLECTION_PAIDOFF,800,30,6/26/2023,7/25/2023,6/27/2023 18:00,1,60,Bechalor,female
xqd20170127,COLLECTION_PAIDOFF,1000,30,6/27/2023,7/26/2023,6/28/2023 18:00,2,61,High School or Below,male
xqd20170128,COLLECTION_PAIDOFF,1200,30,6/28/2023,7/27/2023,6/29/2023 18:00,3,62,Bechalor,female
xqd20170129,COLLECTION_PAIDOFF,1400,30,6/29/2023,7/28/2023,6/30/2023 18:00,4,63,High School or Below,male
xqd20170130,COLLECTION_PAIDOFF,1600,30,6/30/2023,7/29/2023,7/1/2023 18:00,5,64,Bechalor,female
xqd20170131,PAIDOFF,800,30,7/1/2023,7/30/2023,7/2/2023 18:00,,65,High School or Below,male
xqd20170132,PAIDOFF,1000,30,7/2/2023,7/31/2023,7/3/2023 18:00,,66,Bechalor,female
xqd20170133,PAIDOFF,1200,30,7/3/2023,8/1/2023,7/4/2023 18:00,,67,High School or Below,male
xqd20170134,PAIDOFF,1400,30,7/4/2023,8/2/2023,7/5/2023 18:00,,68,Bechalor,female
xqd20170135,PAIDOFF,1600,30,7/5/2023,8/3/2023,7/6/2023 18:00,,69,High School or Below,male
xqd20170136,COLLECTION,800,30,7/6/2023,8/4/2023,,1,70,Bechalor,female
xqd20170137,COLLECTION,1000,30,7/7/2023,8/5/2023,,2,71,High School or Below,male
xqd20170138,COLLECTION,1200,30,7/8/2023,8/6/2023,,3,72,Bechalor,female
xqd20170139,COLLECTION,1400,30,7/9/2023,8/7/2023,,4,73,High School or Below,male
xqd20170140,COLLECTION,1600,30,7/10/2023,8/8/2023,,5,74,Bechalor,female
xqd20170141,COLLECTION_PAIDOFF,800,30,7/11/2023,8/9/2023,7/13/2023 18:00,2,75,High School or Below,male
xqd20170142,COLLECTION_PAIDOFF,1000,30,7/12/2023,8/10/2023,7/14/2023 18:00,1,76,Bechalor,female
xqd20170143,COLLECTION_PAIDOFF,1200,30,7/13/2023,8/11/2023,7/15/2023 18:00,0,77,High School or Below,male
xqd20170144,COLLECTION_PAIDOFF,1400,30,7/14/2023,8/12/2023,7/16/2023 18:00,0,78,Bechalor,female
xqd20170145,COLLECTION_PAIDOFF,1600,30,7/15/2023,8/13/2023,7/17/2023 18:00,0,79,High School or Below,male
xqd20170146,PAIDOFF,800,30,7/16/2023,8/14/2023,7/18/2023 18:00,,80,Bechalor,female
xqd20170147,PAIDOFF,1000,30,7/17/2023,8/15/2023,7/19/2023 18:00,,81,High School or Below,male
xqd20170148,PAIDOFF,1200,30,7/18/2023,8/16/2023,7/20/2023 18:00,,82,Bechalor,female
xqd20170149,PAIDOFF,1400,30,7/19/2023,8/17/2023,7/21/2023 18:00,,83,High School or Below,male
xqd20170150,PAIDOFF,1600,30,7/20/2023,8/18/2023,7/22/2023 18:00,,84,Bechalor,female





